#iy	id	it	imin	Tiair	Tsurf	Troof	Troad	Twall	Twall_n	Twall_e	Twall_s	Twall_w
2015	203	11	30	24.65	46.89	46.89	46.89	46.89	46.89	46.89	46.89	46.89
2015	203	12	0	24.51	48.68	48.68	48.68	48.68	48.68	48.68	48.68	48.68
2015	203	12	30	24.27	51.63	51.63	51.63	51.63	51.63	51.63	51.63	51.63
2015	203	13	0	23.61	44.25	44.25	44.25	44.25	44.25	44.25	44.25	44.25
2015	203	13	30	23.72	29.95	29.95	29.95	29.95	29.95	29.95	29.95	29.95
2015	203	14	0	23.72	26.27	26.27	26.27	26.27	26.27	26.27	26.27	26.27
2015	203	14	30	23.8	31.62	31.62	31.62	31.62	31.62	31.62	31.62	31.62
2015	203	15	0	24.06	32.62	32.62	32.62	32.62	32.62	32.62	32.62	32.62
2015	203	15	30	24.2	41.03	41.03	41.03	41.03	41.03	41.03	41.03	41.03
2015	203	16	0	24.22	42.15	42.15	42.15	42.15	42.15	42.15	42.15	42.15
2015	203	16	30	24.27	36.89	36.89	36.89	36.89	36.89	36.89	36.89	36.89
2015	203	17	0	24.24	32.60	32.60	32.60	32.60	32.60	32.60	32.60	32.60
2015	203	17	30	24.21	30.80	30.80	30.80	30.80	30.80	30.80	30.80	30.80
2015	203	18	0	24.21	30.09	30.09	30.09	30.09	30.09	30.09	30.09	30.09
2015	203	18	30	24.02	30.35	30.35	30.35	30.35	30.35	30.35	30.35	30.35
2015	203	19	0	23.92	30.06	30.06	30.06	30.06	30.06	30.06	30.06	30.06
2015	203	19	30	23.14	27.82	27.82	27.82	27.82	27.82	27.82	27.82	27.82
2015	203	20	0	22.89	26.30	26.30	26.30	26.30	26.30	26.30	26.30	26.30
2015	203	20	30	22.84	24.84	24.84	24.84	24.84	24.84	24.84	24.84	24.84
2015	203	21	0	22.78	22.68	22.68	22.68	22.68	22.68	22.68	22.68	22.68
2015	203	21	30	22.67	22.40	22.40	22.40	22.40	22.40	22.40	22.40	22.40
2015	203	22	0	22.55	22.36	22.36	22.36	22.36	22.36	22.36	22.36	22.36
2015	203	22	30	22.55	22.54	22.54	22.54	22.54	22.54	22.54	22.54	22.54
2015	203	23	0	22.56	21.91	21.91	21.91	21.91	21.91	21.91	21.91	21.91
2015	203	23	30	22.37	21.47	21.47	21.47	21.47	21.47	21.47	21.47	21.47
2015	204	0	0	22.14	21.85	21.85	21.85	21.85	21.85	21.85	21.85	21.85
2015	204	0	30	21.97	21.01	21.01	21.01	21.01	21.01	21.01	21.01	21.01
2015	204	1	0	21.89	20.05	20.05	20.05	20.05	20.05	20.05	20.05	20.05
2015	204	1	30	21.85	19.48	19.48	19.48	19.48	19.48	19.48	19.48	19.48
2015	204	2	0	21.83	18.84	18.84	18.84	18.84	18.84	18.84	18.84	18.84
2015	204	2	30	21.83	19.07	19.07	19.07	19.07	19.07	19.07	19.07	19.07
2015	204	3	0	21.85	19.43	19.43	19.43	19.43	19.43	19.43	19.43	19.43
2015	204	3	30	21.83	19.73	19.73	19.73	19.73	19.73	19.73	19.73	19.73
2015	204	4	0	21.84	19.97	19.97	19.97	19.97	19.97	19.97	19.97	19.97
2015	204	4	30	21.79	20.10	20.10	20.10	20.10	20.10	20.10	20.10	20.10
2015	204	5	0	21.79	20.06	20.06	20.06	20.06	20.06	20.06	20.06	20.06
2015	204	5	30	21.78	20.06	20.06	20.06	20.06	20.06	20.06	20.06	20.06
2015	204	6	0	21.81	20.21	20.21	20.21	20.21	20.21	20.21	20.21	20.21
2015	204	6	30	21.88	20.38	20.38	20.38	20.38	20.38	20.38	20.38	20.38
2015	204	7	0	21.95	20.73	20.73	20.73	20.73	20.73	20.73	20.73	20.73
2015	204	7	30	22.03	21.73	21.73	21.73	21.73	21.73	21.73	21.73	21.73
2015	204	8	0	22.13	22.42	22.42	22.42	22.42	22.42	22.42	22.42	22.42
2015	204	8	30	22.19	23.36	23.36	23.36	23.36	23.36	23.36	23.36	23.36
2015	204	9	0	22.29	23.61	23.61	23.61	23.61	23.61	23.61	23.61	23.61
2015	204	9	30	22.42	23.66	23.66	23.66	23.66	23.66	23.66	23.66	23.66
2015	204	10	0	22.57	26.73	26.73	26.73	26.73	26.73	26.73	26.73	26.73
2015	204	10	30	22.68	29.94	29.94	29.94	29.94	29.94	29.94	29.94	29.94
2015	204	11	0	22.75	31.13	31.13	31.13	31.13	31.13	31.13	31.13	31.13
2015	204	11	30	22.87	29.39	29.39	29.39	29.39	29.39	29.39	29.39	29.39
2015	204	12	0	22.94	28.50	28.50	28.50	28.50	28.50	28.50	28.50	28.50
2015	204	12	30	23.01	28.43	28.43	28.43	28.43	28.43	28.43	28.43	28.43
2015	204	13	0	23.08	30.63	30.63	30.63	30.63	30.63	30.63	30.63	30.63
2015	204	13	30	23.16	28.95	28.95	28.95	28.95	28.95	28.95	28.95	28.95
2015	204	14	0	23.13	27.81	27.81	27.81	27.81	27.81	27.81	27.81	27.81
2015	204	14	30	23.13	25.44	25.44	25.44	25.44	25.44	25.44	25.44	25.44
2015	204	15	0	23.17	24.96	24.96	24.96	24.96	24.96	24.96	24.96	24.96
2015	204	15	30	23.25	25.64	25.64	25.64	25.64	25.64	25.64	25.64	25.64
2015	204	16	0	23.32	28.48	28.48	28.48	28.48	28.48	28.48	28.48	28.48
2015	204	16	30	23.33	31.27	31.27	31.27	31.27	31.27	31.27	31.27	31.27
2015	204	17	0	23.42	32.91	32.91	32.91	32.91	32.91	32.91	32.91	32.91
2015	204	17	30	23.39	32.42	32.42	32.42	32.42	32.42	32.42	32.42	32.42
2015	204	18	0	23.43	30.95	30.95	30.95	30.95	30.95	30.95	30.95	30.95
2015	204	18	30	23.32	29.46	29.46	29.46	29.46	29.46	29.46	29.46	29.46
2015	204	19	0	23.25	25.89	25.89	25.89	25.89	25.89	25.89	25.89	25.89
2015	204	19	30	23.15	23.86	23.86	23.86	23.86	23.86	23.86	23.86	23.86
2015	204	20	0	23.09	23.01	23.01	23.01	23.01	23.01	23.01	23.01	23.01
2015	204	20	30	23.01	22.32	22.32	22.32	22.32	22.32	22.32	22.32	22.32
2015	204	21	0	22.95	21.56	21.56	21.56	21.56	21.56	21.56	21.56	21.56
2015	204	21	30	22.7	21.09	21.09	21.09	21.09	21.09	21.09	21.09	21.09
2015	204	22	0	22.5	20.17	20.17	20.17	20.17	20.17	20.17	20.17	20.17
2015	204	22	30	22.29	18.66	18.66	18.66	18.66	18.66	18.66	18.66	18.66
2015	204	23	0	22.15	16.92	16.92	16.92	16.92	16.92	16.92	16.92	16.92
2015	204	23	30	22.02	16.41	16.41	16.41	16.41	16.41	16.41	16.41	16.41
2015	205	0	0	21.89	17.19	17.19	17.19	17.19	17.19	17.19	17.19	17.19
2015	205	0	30	21.8	16.93	16.93	16.93	16.93	16.93	16.93	16.93	16.93
2015	205	1	0	21.67	16.87	16.87	16.87	16.87	16.87	16.87	16.87	16.87
2015	205	1	30	21.57	16.70	16.70	16.70	16.70	16.70	16.70	16.70	16.70
2015	205	2	0	21.52	15.48	15.48	15.48	15.48	15.48	15.48	15.48	15.48
2015	205	2	30	21.47	15.09	15.09	15.09	15.09	15.09	15.09	15.09	15.09
2015	205	3	0	21.4	14.72	14.72	14.72	14.72	14.72	14.72	14.72	14.72
2015	205	3	30	21.33	15.22	15.22	15.22	15.22	15.22	15.22	15.22	15.22
2015	205	4	0	21.28	15.99	15.99	15.99	15.99	15.99	15.99	15.99	15.99
2015	205	4	30	21.28	15.41	15.41	15.41	15.41	15.41	15.41	15.41	15.41
2015	205	5	0	21.3	14.82	14.82	14.82	14.82	14.82	14.82	14.82	14.82
2015	205	5	30	21.42	15.52	15.52	15.52	15.52	15.52	15.52	15.52	15.52
2015	205	6	0	21.52	16.25	16.25	16.25	16.25	16.25	16.25	16.25	16.25
2015	205	6	30	21.69	17.15	17.15	17.15	17.15	17.15	17.15	17.15	17.15
2015	205	7	0	21.77	20.21	20.21	20.21	20.21	20.21	20.21	20.21	20.21
2015	205	7	30	22.04	22.31	22.31	22.31	22.31	22.31	22.31	22.31	22.31
2015	205	8	0	22.26	24.12	24.12	24.12	24.12	24.12	24.12	24.12	24.12
2015	205	8	30	22.5	27.58	27.58	27.58	27.58	27.58	27.58	27.58	27.58
2015	205	9	0	22.75	30.56	30.56	30.56	30.56	30.56	30.56	30.56	30.56
2015	205	9	30	23.03	33.89	33.89	33.89	33.89	33.89	33.89	33.89	33.89
2015	205	10	0	23.19	36.73	36.73	36.73	36.73	36.73	36.73	36.73	36.73
2015	205	10	30	23.38	38.19	38.19	38.19	38.19	38.19	38.19	38.19	38.19
2015	205	11	0	23.57	40.38	40.38	40.38	40.38	40.38	40.38	40.38	40.38
2015	205	11	30	23.7	42.10	42.10	42.10	42.10	42.10	42.10	42.10	42.10
2015	205	12	0	23.91	43.45	43.45	43.45	43.45	43.45	43.45	43.45	43.45
2015	205	12	30	24.04	44.62	44.62	44.62	44.62	44.62	44.62	44.62	44.62
2015	205	13	0	24.15	44.96	44.96	44.96	44.96	44.96	44.96	44.96	44.96
2015	205	13	30	24.28	44.98	44.98	44.98	44.98	44.98	44.98	44.98	44.98
2015	205	14	0	24.43	45.10	45.10	45.10	45.10	45.10	45.10	45.10	45.10
2015	205	14	30	24.48	44.13	44.13	44.13	44.13	44.13	44.13	44.13	44.13
2015	205	15	0	24.53	43.20	43.20	43.20	43.20	43.20	43.20	43.20	43.20
2015	205	15	30	24.46	43.29	43.29	43.29	43.29	43.29	43.29	43.29	43.29
2015	205	16	0	24.49	41.80	41.80	41.80	41.80	41.80	41.80	41.80	41.80
2015	205	16	30	24.5	39.23	39.23	39.23	39.23	39.23	39.23	39.23	39.23
2015	205	17	0	24.46	38.73	38.73	38.73	38.73	38.73	38.73	38.73	38.73
2015	205	17	30	24.41	34.36	34.36	34.36	34.36	34.36	34.36	34.36	34.36
2015	205	18	0	24.38	34.03	34.03	34.03	34.03	34.03	34.03	34.03	34.03
2015	205	18	30	24.26	32.75	32.75	32.75	32.75	32.75	32.75	32.75	32.75
2015	205	19	0	24.08	30.66	30.66	30.66	30.66	30.66	30.66	30.66	30.66
2015	205	19	30	23.73	28.39	28.39	28.39	28.39	28.39	28.39	28.39	28.39
2015	205	20	0	23.32	25.82	25.82	25.82	25.82	25.82	25.82	25.82	25.82
2015	205	20	30	23.04	24.28	24.28	24.28	24.28	24.28	24.28	24.28	24.28
2015	205	21	0	22.68	22.89	22.89	22.89	22.89	22.89	22.89	22.89	22.89
2015	205	21	30	22.56	22.64	22.64	22.64	22.64	22.64	22.64	22.64	22.64
2015	205	22	0	22.49	22.36	22.36	22.36	22.36	22.36	22.36	22.36	22.36
2015	205	22	30	22.45	21.88	21.88	21.88	21.88	21.88	21.88	21.88	21.88
2015	205	23	0	22.29	21.44	21.44	21.44	21.44	21.44	21.44	21.44	21.44
2015	205	23	30	22.28	21.14	21.14	21.14	21.14	21.14	21.14	21.14	21.14
2015	206	0	0	22.28	20.83	20.83	20.83	20.83	20.83	20.83	20.83	20.83
2015	206	0	30	22.2	20.88	20.88	20.88	20.88	20.88	20.88	20.88	20.88
2015	206	1	0	22.14	20.64	20.64	20.64	20.64	20.64	20.64	20.64	20.64
2015	206	1	30	22.09	19.43	19.43	19.43	19.43	19.43	19.43	19.43	19.43
2015	206	2	0	22.05	19.13	19.13	19.13	19.13	19.13	19.13	19.13	19.13
2015	206	2	30	22.03	19.47	19.47	19.47	19.47	19.47	19.47	19.47	19.47
2015	206	3	0	22.05	19.23	19.23	19.23	19.23	19.23	19.23	19.23	19.23
2015	206	3	30	22.08	19.25	19.25	19.25	19.25	19.25	19.25	19.25	19.25
2015	206	4	0	22.03	19.14	19.14	19.14	19.14	19.14	19.14	19.14	19.14
2015	206	4	30	21.9	19.34	19.34	19.34	19.34	19.34	19.34	19.34	19.34
2015	206	5	0	21.76	19.08	19.08	19.08	19.08	19.08	19.08	19.08	19.08
2015	206	5	30	21.69	18.75	18.75	18.75	18.75	18.75	18.75	18.75	18.75
2015	206	6	0	21.66	18.49	18.49	18.49	18.49	18.49	18.49	18.49	18.49
2015	206	6	30	21.66	18.96	18.96	18.96	18.96	18.96	18.96	18.96	18.96
2015	206	7	0	21.67	19.08	19.08	19.08	19.08	19.08	19.08	19.08	19.08
2015	206	7	30	21.68	19.51	19.51	19.51	19.51	19.51	19.51	19.51	19.51
2015	206	8	0	21.79	20.03	20.03	20.03	20.03	20.03	20.03	20.03	20.03
2015	206	8	30	21.85	23.30	23.30	23.30	23.30	23.30	23.30	23.30	23.30
2015	206	9	0	21.96	21.64	21.64	21.64	21.64	21.64	21.64	21.64	21.64
2015	206	9	30	22.08	23.27	23.27	23.27	23.27	23.27	23.27	23.27	23.27
2015	206	10	0	22.22	23.20	23.20	23.20	23.20	23.20	23.20	23.20	23.20
2015	206	10	30	22.41	29.79	29.79	29.79	29.79	29.79	29.79	29.79	29.79
2015	206	11	0	22.43	30.20	30.20	30.20	30.20	30.20	30.20	30.20	30.20
2015	206	11	30	22.5	31.07	31.07	31.07	31.07	31.07	31.07	31.07	31.07
2015	206	12	0	22.45	33.54	33.54	33.54	33.54	33.54	33.54	33.54	33.54
2015	206	12	30	22.63	33.68	33.68	33.68	33.68	33.68	33.68	33.68	33.68
2015	206	13	0	22.69	35.80	35.80	35.80	35.80	35.80	35.80	35.80	35.80
2015	206	13	30	22.81	35.16	35.16	35.16	35.16	35.16	35.16	35.16	35.16
2015	206	14	0	22.82	35.97	35.97	35.97	35.97	35.97	35.97	35.97	35.97
2015	206	14	30	22.83	35.06	35.06	35.06	35.06	35.06	35.06	35.06	35.06
2015	206	15	0	22.82	34.13	34.13	34.13	34.13	34.13	34.13	34.13	34.13
2015	206	15	30	22.84	31.17	31.17	31.17	31.17	31.17	31.17	31.17	31.17
2015	206	16	0	22.74	31.94	31.94	31.94	31.94	31.94	31.94	31.94	31.94
2015	206	16	30	22.69	26.30	26.30	26.30	26.30	26.30	26.30	26.30	26.30
2015	206	17	0	22.69	26.40	26.40	26.40	26.40	26.40	26.40	26.40	26.40
2015	206	17	30	22.63	27.29	27.29	27.29	27.29	27.29	27.29	27.29	27.29
2015	206	18	0	22.52	26.68	26.68	26.68	26.68	26.68	26.68	26.68	26.68
2015	206	18	30	22.4	24.49	24.49	24.49	24.49	24.49	24.49	24.49	24.49
2015	206	19	0	22.36	22.69	22.69	22.69	22.69	22.69	22.69	22.69	22.69
2015	206	19	30	22.21	20.46	20.46	20.46	20.46	20.46	20.46	20.46	20.46
2015	206	20	0	22.05	18.74	18.74	18.74	18.74	18.74	18.74	18.74	18.74
2015	206	20	30	21.92	16.79	16.79	16.79	16.79	16.79	16.79	16.79	16.79
2015	206	21	0	21.79	16.73	16.73	16.73	16.73	16.73	16.73	16.73	16.73
2015	206	21	30	21.65	16.40	16.40	16.40	16.40	16.40	16.40	16.40	16.40
2015	206	22	0	21.54	15.80	15.80	15.80	15.80	15.80	15.80	15.80	15.80
2015	206	22	30	21.44	14.61	14.61	14.61	14.61	14.61	14.61	14.61	14.61
2015	206	23	0	21.29	11.80	11.80	11.80	11.80	11.80	11.80	11.80	11.80
2015	206	23	30	21.17	9.81	9.81	9.81	9.81	9.81	9.81	9.81	9.81
2015	207	0	0	21.04	8.99	8.99	8.99	8.99	8.99	8.99	8.99	8.99
2015	207	0	30	21.02	8.31	8.31	8.31	8.31	8.31	8.31	8.31	8.31
2015	207	1	0	20.83	8.03	8.03	8.03	8.03	8.03	8.03	8.03	8.03
2015	207	1	30	20.7	8.13	8.13	8.13	8.13	8.13	8.13	8.13	8.13
2015	207	2	0	20.62	10.10	10.10	10.10	10.10	10.10	10.10	10.10	10.10
2015	207	2	30	20.49	10.22	10.22	10.22	10.22	10.22	10.22	10.22	10.22
2015	207	3	0	20.39	10.01	10.01	10.01	10.01	10.01	10.01	10.01	10.01
2015	207	3	30	20.37	9.55	9.55	9.55	9.55	9.55	9.55	9.55	9.55
2015	207	4	0	20.29	9.36	9.36	9.36	9.36	9.36	9.36	9.36	9.36
2015	207	4	30	20.25	9.32	9.32	9.32	9.32	9.32	9.32	9.32	9.32
2015	207	5	0	20.28	8.31	8.31	8.31	8.31	8.31	8.31	8.31	8.31
2015	207	5	30	20.36	8.82	8.82	8.82	8.82	8.82	8.82	8.82	8.82
2015	207	6	0	20.46	9.25	9.25	9.25	9.25	9.25	9.25	9.25	9.25
2015	207	6	30	20.61	10.88	10.88	10.88	10.88	10.88	10.88	10.88	10.88
2015	207	7	0	20.87	14.56	14.56	14.56	14.56	14.56	14.56	14.56	14.56
2015	207	7	30	21.03	18.49	18.49	18.49	18.49	18.49	18.49	18.49	18.49
2015	207	8	0	21.3	22.05	22.05	22.05	22.05	22.05	22.05	22.05	22.05
2015	207	8	30	21.54	24.32	24.32	24.32	24.32	24.32	24.32	24.32	24.32
2015	207	9	0	21.65	26.49	26.49	26.49	26.49	26.49	26.49	26.49	26.49
2015	207	9	30	21.8	28.99	28.99	28.99	28.99	28.99	28.99	28.99	28.99
2015	207	10	0	21.98	31.00	31.00	31.00	31.00	31.00	31.00	31.00	31.00
2015	207	10	30	22.05	33.04	33.04	33.04	33.04	33.04	33.04	33.04	33.04
2015	207	11	0	22.19	33.25	33.25	33.25	33.25	33.25	33.25	33.25	33.25
2015	207	11	30	22.36	31.37	31.37	31.37	31.37	31.37	31.37	31.37	31.37
2015	207	12	0	22.42	31.60	31.60	31.60	31.60	31.60	31.60	31.60	31.60
2015	207	12	30	22.49	30.41	30.41	30.41	30.41	30.41	30.41	30.41	30.41
2015	207	13	0	22.61	28.18	28.18	28.18	28.18	28.18	28.18	28.18	28.18
2015	207	13	30	22.7	29.04	29.04	29.04	29.04	29.04	29.04	29.04	29.04
2015	207	14	0	22.74	31.88	31.88	31.88	31.88	31.88	31.88	31.88	31.88
2015	207	14	30	22.81	27.31	27.31	27.31	27.31	27.31	27.31	27.31	27.31
2015	207	15	0	22.83	27.01	27.01	27.01	27.01	27.01	27.01	27.01	27.01
2015	207	15	30	22.82	27.30	27.30	27.30	27.30	27.30	27.30	27.30	27.30
2015	207	16	0	22.81	26.65	26.65	26.65	26.65	26.65	26.65	26.65	26.65
2015	207	16	30	22.7	25.04	25.04	25.04	25.04	25.04	25.04	25.04	25.04
2015	207	17	0	22.48	22.44	22.44	22.44	22.44	22.44	22.44	22.44	22.44
2015	207	17	30	22.24	19.84	19.84	19.84	19.84	19.84	19.84	19.84	19.84
2015	207	18	0	21.99	19.30	19.30	19.30	19.30	19.30	19.30	19.30	19.30
2015	207	18	30	21.83	17.97	17.97	17.97	17.97	17.97	17.97	17.97	17.97
2015	207	19	0	21.75	17.17	17.17	17.17	17.17	17.17	17.17	17.17	17.17
2015	207	19	30	21.7	16.88	16.88	16.88	16.88	16.88	16.88	16.88	16.88
2015	207	20	0	21.51	16.71	16.71	16.71	16.71	16.71	16.71	16.71	16.71
2015	207	20	30	21.42	15.54	15.54	15.54	15.54	15.54	15.54	15.54	15.54
2015	207	21	0	21.42	14.82	14.82	14.82	14.82	14.82	14.82	14.82	14.82
2015	207	21	30	21.26	14.86	14.86	14.86	14.86	14.86	14.86	14.86	14.86
2015	207	22	0	21.15	14.84	14.84	14.84	14.84	14.84	14.84	14.84	14.84
2015	207	22	30	21.07	14.88	14.88	14.88	14.88	14.88	14.88	14.88	14.88
2015	207	23	0	21.04	14.79	14.79	14.79	14.79	14.79	14.79	14.79	14.79
2015	207	23	30	20.96	14.73	14.73	14.73	14.73	14.73	14.73	14.73	14.73
2015	208	0	0	20.88	14.75	14.75	14.75	14.75	14.75	14.75	14.75	14.75
2015	208	0	30	20.88	14.77	14.77	14.77	14.77	14.77	14.77	14.77	14.77
2015	208	1	0	20.85	14.63	14.63	14.63	14.63	14.63	14.63	14.63	14.63
2015	208	1	30	20.79	14.61	14.61	14.61	14.61	14.61	14.61	14.61	14.61
2015	208	2	0	20.83	14.60	14.60	14.60	14.60	14.60	14.60	14.60	14.60
2015	208	2	30	20.86	14.57	14.57	14.57	14.57	14.57	14.57	14.57	14.57
2015	208	3	0	20.89	14.67	14.67	14.67	14.67	14.67	14.67	14.67	14.67
2015	208	3	30	20.94	14.80	14.80	14.80	14.80	14.80	14.80	14.80	14.80
2015	208	4	0	20.99	14.82	14.82	14.82	14.82	14.82	14.82	14.82	14.82
2015	208	4	30	21.1	14.47	14.47	14.47	14.47	14.47	14.47	14.47	14.47
2015	208	5	0	21.15	15.18	15.18	15.18	15.18	15.18	15.18	15.18	15.18
2015	208	5	30	21.27	15.55	15.55	15.55	15.55	15.55	15.55	15.55	15.55
2015	208	6	0	21.29	15.84	15.84	15.84	15.84	15.84	15.84	15.84	15.84
2015	208	6	30	21.37	17.14	17.14	17.14	17.14	17.14	17.14	17.14	17.14
2015	208	7	0	21.51	18.26	18.26	18.26	18.26	18.26	18.26	18.26	18.26
2015	208	7	30	21.67	19.57	19.57	19.57	19.57	19.57	19.57	19.57	19.57
2015	208	8	0	21.83	20.84	20.84	20.84	20.84	20.84	20.84	20.84	20.84
2015	208	8	30	21.89	21.91	21.91	21.91	21.91	21.91	21.91	21.91	21.91
2015	208	9	0	22.09	23.62	23.62	23.62	23.62	23.62	23.62	23.62	23.62
2015	208	9	30	22.25	25.83	25.83	25.83	25.83	25.83	25.83	25.83	25.83
2015	208	10	0	22.2	25.70	25.70	25.70	25.70	25.70	25.70	25.70	25.70
2015	208	10	30	22.16	26.99	26.99	26.99	26.99	26.99	26.99	26.99	26.99
2015	208	11	0	22.34	29.35	29.35	29.35	29.35	29.35	29.35	29.35	29.35
2015	208	11	30	22.36	25.20	25.20	25.20	25.20	25.20	25.20	25.20	25.20
2015	208	12	0	22.33	23.80	23.80	23.80	23.80	23.80	23.80	23.80	23.80
2015	208	12	30	22.46	26.45	26.45	26.45	26.45	26.45	26.45	26.45	26.45
2015	208	13	0	22.69	28.66	28.66	28.66	28.66	28.66	28.66	28.66	28.66
2015	208	13	30	22.91	33.26	33.26	33.26	33.26	33.26	33.26	33.26	33.26
2015	208	14	0	22.98	33.13	33.13	33.13	33.13	33.13	33.13	33.13	33.13
2015	208	14	30	23.06	33.40	33.40	33.40	33.40	33.40	33.40	33.40	33.40
2015	208	15	0	23.03	31.16	31.16	31.16	31.16	31.16	31.16	31.16	31.16
2015	208	15	30	23	33.21	33.21	33.21	33.21	33.21	33.21	33.21	33.21
2015	208	16	0	23.04	26.55	26.55	26.55	26.55	26.55	26.55	26.55	26.55
2015	208	16	30	23.03	28.26	28.26	28.26	28.26	28.26	28.26	28.26	28.26
2015	208	17	0	23.04	27.64	27.64	27.64	27.64	27.64	27.64	27.64	27.64
2015	208	17	30	23.04	26.67	26.67	26.67	26.67	26.67	26.67	26.67	26.67
2015	208	18	0	22.98	25.16	25.16	25.16	25.16	25.16	25.16	25.16	25.16
2015	208	18	30	22.87	23.99	23.99	23.99	23.99	23.99	23.99	23.99	23.99
2015	208	19	0	22.73	23.34	23.34	23.34	23.34	23.34	23.34	23.34	23.34
2015	208	19	30	22.6	20.87	20.87	20.87	20.87	20.87	20.87	20.87	20.87
2015	208	20	0	22.46	19.77	19.77	19.77	19.77	19.77	19.77	19.77	19.77
2015	208	20	30	22.35	18.35	18.35	18.35	18.35	18.35	18.35	18.35	18.35
2015	208	21	0	22.26	17.00	17.00	17.00	17.00	17.00	17.00	17.00	17.00
2015	208	21	30	22.14	16.32	16.32	16.32	16.32	16.32	16.32	16.32	16.32
2015	208	22	0	22.06	14.75	14.75	14.75	14.75	14.75	14.75	14.75	14.75
2015	208	22	30	22.07	13.53	13.53	13.53	13.53	13.53	13.53	13.53	13.53
2015	208	23	0	22.01	12.98	12.98	12.98	12.98	12.98	12.98	12.98	12.98
2015	208	23	30	21.96	12.94	12.94	12.94	12.94	12.94	12.94	12.94	12.94
2015	209	0	0	21.92	13.23	13.23	13.23	13.23	13.23	13.23	13.23	13.23
2015	209	0	30	21.83	15.47	15.47	15.47	15.47	15.47	15.47	15.47	15.47
2015	209	1	0	21.75	16.55	16.55	16.55	16.55	16.55	16.55	16.55	16.55
2015	209	1	30	21.68	17.09	17.09	17.09	17.09	17.09	17.09	17.09	17.09
2015	209	2	0	21.58	16.76	16.76	16.76	16.76	16.76	16.76	16.76	16.76
2015	209	2	30	21.47	16.82	16.82	16.82	16.82	16.82	16.82	16.82	16.82
2015	209	3	0	21.41	16.41	16.41	16.41	16.41	16.41	16.41	16.41	16.41
2015	209	3	30	21.35	15.11	15.11	15.11	15.11	15.11	15.11	15.11	15.11
2015	209	4	0	21.3	15.66	15.66	15.66	15.66	15.66	15.66	15.66	15.66
2015	209	4	30	21.27	15.72	15.72	15.72	15.72	15.72	15.72	15.72	15.72
2015	209	5	0	21.25	16.17	16.17	16.17	16.17	16.17	16.17	16.17	16.17
2015	209	5	30	21.24	15.98	15.98	15.98	15.98	15.98	15.98	15.98	15.98
2015	209	6	0	21.28	16.40	16.40	16.40	16.40	16.40	16.40	16.40	16.40
2015	209	6	30	21.33	17.50	17.50	17.50	17.50	17.50	17.50	17.50	17.50
2015	209	7	0	21.39	18.20	18.20	18.20	18.20	18.20	18.20	18.20	18.20
2015	209	7	30	21.41	19.47	19.47	19.47	19.47	19.47	19.47	19.47	19.47
2015	209	8	0	21.45	19.67	19.67	19.67	19.67	19.67	19.67	19.67	19.67
2015	209	8	30	21.54	21.42	21.42	21.42	21.42	21.42	21.42	21.42	21.42
2015	209	9	0	21.65	21.66	21.66	21.66	21.66	21.66	21.66	21.66	21.66
2015	209	9	30	21.73	23.30	23.30	23.30	23.30	23.30	23.30	23.30	23.30
2015	209	10	0	21.79	24.40	24.40	24.40	24.40	24.40	24.40	24.40	24.40
2015	209	10	30	21.92	25.09	25.09	25.09	25.09	25.09	25.09	25.09	25.09
2015	209	11	0	22.09	24.89	24.89	24.89	24.89	24.89	24.89	24.89	24.89
2015	209	11	30	22.25	27.03	27.03	27.03	27.03	27.03	27.03	27.03	27.03
2015	209	12	0	22.44	27.79	27.79	27.79	27.79	27.79	27.79	27.79	27.79
2015	209	12	30	22.57	30.08	30.08	30.08	30.08	30.08	30.08	30.08	30.08
2015	209	13	0	22.65	32.57	32.57	32.57	32.57	32.57	32.57	32.57	32.57
2015	209	13	30	22.78	35.27	35.27	35.27	35.27	35.27	35.27	35.27	35.27
2015	209	14	0	22.84	36.27	36.27	36.27	36.27	36.27	36.27	36.27	36.27
2015	209	14	30	22.81	33.17	33.17	33.17	33.17	33.17	33.17	33.17	33.17
2015	209	15	0	22.87	30.85	30.85	30.85	30.85	30.85	30.85	30.85	30.85
2015	209	15	30	22.94	29.78	29.78	29.78	29.78	29.78	29.78	29.78	29.78
2015	209	16	0	22.83	30.85	30.85	30.85	30.85	30.85	30.85	30.85	30.85
2015	209	16	30	22.81	28.25	28.25	28.25	28.25	28.25	28.25	28.25	28.25
2015	209	17	0	22.73	24.95	24.95	24.95	24.95	24.95	24.95	24.95	24.95
2015	209	17	30	22.64	23.79	23.79	23.79	23.79	23.79	23.79	23.79	23.79
2015	209	18	0	22.56	22.10	22.10	22.10	22.10	22.10	22.10	22.10	22.10
2015	209	18	30	22.49	20.95	20.95	20.95	20.95	20.95	20.95	20.95	20.95
2015	209	19	0	22.41	20.10	20.10	20.10	20.10	20.10	20.10	20.10	20.10
2015	209	19	30	22.24	18.61	18.61	18.61	18.61	18.61	18.61	18.61	18.61
2015	209	20	0	22.11	17.33	17.33	17.33	17.33	17.33	17.33	17.33	17.33
2015	209	20	30	21.83	16.50	16.50	16.50	16.50	16.50	16.50	16.50	16.50
2015	209	21	0	21.3	16.51	16.51	16.51	16.51	16.51	16.51	16.51	16.51
2015	209	21	30	21.16	15.77	15.77	15.77	15.77	15.77	15.77	15.77	15.77
